Region,County,Municipality,Client,Site Name,Site ID,PF Name,PF ID,Active Facility,Application Type,Permit Type,General Permit Type,Disposition Code,Date Received,Date Disposed,Date Expires,Permit Hyperlink
Northwest,Jefferson,Brockway Borough,"O-I GLASS, INC.",OWENS BROCKWAY GLASS CONTAINER PLT 18,456508,OWENS BROCKWAY GLASS CONTAINER PLT 18,493291,Y,Renewal,Title V Operating Permit,,ISSU,2023-11-27 00:00:00,2024-11-04 00:00:00,2029-10-31 00:00:00,1462920[33-00033]_Issued_v1.pdf
Northwest,Jefferson,Summerville Borough,GLEN GERY CORP,GLEN GERY HANLEY PLT,257098,GLEN GERY CORP/HANLEY PLANT,270678,Y,Renewal,Title V Operating Permit,,ISSU,2023-03-23 00:00:00,2024-08-28 00:00:00,2029-07-31 00:00:00,1432301[33-00055]_Issued_v1.pdf
Northwest,Lawrence,New Castle City,ELLWOOD QUALITY STEELS CO,ELLWOOD QUALITY STEELS,246555,ELLWOOD QUALITY STEELS CO/NEW CASTLE PLT,252268,Y,Renewal,Title V Operating Permit,,ISSU,2021-05-20 00:00:00,2022-08-25 00:00:00,2027-07-31 00:00:00,1354934[37-00264]_Issued_v1.pdf
Northwest,Lawrence,North Beaver Township,HICKORY RUN ENERGY LLC,HICKORY RUN ENERGY STA,765898,HICKORY RUN ENERGY LLC/NORTH BEAVER TWP,756740,Y,New,Title V Operating Permit,,ISSU,2023-08-22 00:00:00,2025-07-15 00:00:00,2030-06-30 00:00:00,1451743[37-00337]_Issued_v1.pdf
Northwest,Lawrence,Taylor Township,NEW CASTLE POWER LLC,NEW CASTLE GENERATING STA,2749,NEW CASTLE POWER LLC/NEW CASTLE GENERATING STATION,3700,Y,Renewal,Title V Operating Permit,,ISSU,2022-11-01 00:00:00,2025-06-10 00:00:00,2030-05-31 00:00:00,1416137[37-00023]_Issued_v1.pdf
Northwest,Lawrence,Wampum Borough,CEMEX CONST MATERIALS ATLANTIC LLC,CEMEX WAMPUM CEMENT PLT,242104,WAMPUM CEMENT PLT/LAWRENCE,246188,Y,Renewal,Title V Operating Permit,,ISSU,2021-09-01 00:00:00,2023-01-17 00:00:00,2027-12-31 00:00:00,1367906[37-00013]_Issued_v2.pdf
Northwest,McKean,Bradford City,AMER REF GROUP INC,AMERICAN REFINING GROUP,250835,AMER REF GROUP/BRADFORD,258588,Y,Renewal,Title V Operating Permit,,ISSU,2022-06-30 00:00:00,2024-07-31 00:00:00,2029-07-31 00:00:00,1401713[42-00004]_Issued_v1.pdf
Northwest,McKean,Sergeant Township,CASELLA WASTE MGMT OF PA INC,MCKEAN CNTY LDFL,237360,CASELLA WASTE MGMT OF PA INC/MCKEAN CNTY LDFL,511497,Y,Renewal,Title V Operating Permit,,ISSU,2022-05-19 00:00:00,2023-11-28 00:00:00,2028-10-31 00:00:00,1396933[42-00174]_Issued_v1.pdf
Northwest,McKean,Sergeant Township,GEORGIA PACIFIC PANEL PRODUCTS LLC,GEORGIA PACIFIC MT JEWETT MDF,253873,GEORGIA PACIFIC PANEL PRODUCTS LLC/MOUNT JEWETT MDF,493871,Y,Renewal,Title V Operating Permit,,ISSU,2022-04-22 00:00:00,2025-06-24 00:00:00,2030-05-31 00:00:00,1393402[42-00158]_Issued_v1.pdf
Northwest,Mercer,Jefferson Township,KINDER MORGAN INC,TENNESSEE GAS PIPELINE COMP STA 219,264054,TENNESSEE GAS PIPELINE CO LLC/MERCER STA 219,283619,Y,Renewal,Title V Operating Permit,,ISSU,2023-06-29 00:00:00,2025-06-26 00:00:00,2030-05-31 00:00:00,1445480[43-00272]_Issued_v1.pdf
Northwest,Mercer,Pine Township,WABTEC US RAIL INC,GE TRANSPORTATION A WEBTEC CO,2282,WABTEC US RAIL GROVE CITY ENGINE/MERCER,3015,Y,Renewal,Title V Operating Permit,,ISSU,2021-01-14 00:00:00,2022-05-24 00:00:00,2027-04-30 00:00:00,1340900[43-00196]_Issued_v1.pdf
Northwest,Mercer,Pymatuning Township,GREENVILLE METALS INC,GREENVILLE METALS,446252,GREENVILLE METALS INC/TRANSFER,493036,Y,Renewal,Title V Operating Permit,,ISSU,2021-09-13 00:00:00,2023-09-12 00:00:00,2028-08-31 00:00:00,1369087[43-00011]_Issued_v2.pdf
Northwest,Mercer,Pymatuning Township,SALEM TUBE INC,SALEM TUBE INC,246940,SALEM TUBE INC/GREENVILLE REYNOLDS IND PK,252814,Y,Renewal,Title V Operating Permit,,ISSU,2024-07-19 00:00:00,2025-07-01 00:00:00,2030-06-30 00:00:00,1492594[43-00142]_Issued_v1.pdf
Northwest,Mercer,West Middlesex Borough,JONES PERFORMANCE PROD INC,JONES PERFORMANCE PRODUCTS INC,456876,JONES PERFORMANCE PR/WEST MIDDLESEX,515397,Y,Renewal,Title V Operating Permit,,ISSU,2021-12-21 00:00:00,2023-02-07 00:00:00,2028-01-31 00:00:00,1379480[43-00287]_Issued_v1.pdf
Northwest,Venango,Oil City City,GO CARLSON INC,ELECTRALLOY,243258,ELECTRALLOY GO CARLSON/OIL CITY,247724,Y,Renewal,Title V Operating Permit,,ISSU,2024-04-26 00:00:00,2025-10-22 00:00:00,2030-09-30 00:00:00,1482294[61-00004]_Issued_v1.pdf
Northwest,Warren,Warren City,UNITED REF CO OF PA,UNITED REF,248984,UNITED REFINING CO/WARREN PLT,255673,Y,Renewal,Title V Operating Permit,,ISSU,2023-06-23 00:00:00,2025-12-15 00:00:00,2030-11-30 00:00:00,1444873[62-00017]_Issued_v1.pdf
Southcentral,Adams,Conewago Township,MCCLARIN PLASTICS LLC,MCCLARIN PLASTICS LLC,240173,MCCLARIN PLASTICS LLC/BLETTNER AVE,243524,Y,Renewal,Title V Operating Permit,,ISSU,2023-08-29 00:00:00,2024-02-06 00:00:00,2029-02-28 00:00:00,1453924[01-05041]_Issued_v1.pdf
Southcentral,Adams,Liberty Township,US DOD,RAVEN ROCK MTN COMPLEX,452770,US DOD/RAVEN ROCK MTN COMPLEX,480163,Y,Renewal,Title V Operating Permit,,ISSU,2023-01-30 00:00:00,2023-08-17 00:00:00,2028-08-31 00:00:00,1425094[01-05009]_Issued_v1.pdf
Southcentral,Adams,Straban Township,COLUMBIA GAS TRANS LLC,COLUMBIA GAS ADAMS CNTY PIPELINE & COMPRESSOR STA,442225,COLUMBIA GAS TRANS CORP/GETTYSBURG COMP STA,465781,Y,Renewal,Title V Operating Permit,,ISSU,2023-04-28 00:00:00,2024-05-02 00:00:00,2029-05-31 00:00:00,1437988[01-05003]_Issued_v1.pdf
Southcentral,Adams,Straban Township,HUNTERSTOWN GENERATION LLC,HUNTERSTOWN COMBUSTION TURBINE,245532,HUNTERSTOWN GENERATION LLC/HUNTERSTOWN MAIN PLT,651965,Y,Renewal,Title V Operating Permit,,ISSU,2024-10-22 00:00:00,2026-01-16 00:00:00,2031-01-31 00:00:00,1503897[01-05029]_Issued_v1.pdf
Southcentral,Bedford,Broad Top Township,SANDY RUN LDFL LLC,SANDY RUN LDFL,451508,SANDY RUN LDFL LLC/HOPEWELL,640059,Y,Renewal,Title V Operating Permit,,ISSU,2022-01-25 00:00:00,2022-08-05 00:00:00,2027-08-31 00:00:00,1382952[05-05014]_Issued_v1.pdf
Southcentral,Bedford,East Saint Clair Township,BEDFORD REINFORCED PLASTICS INC,BEDFORD REINFORCED PLASTICS INC,451750,BEDFORD REINFORCED PLASTICS/BEDFORD PLT,478781,Y,Renewal,Title V Operating Permit,,ISSU,2025-05-29 00:00:00,2025-09-16 00:00:00,2030-11-30 00:00:00,1529065[05-05022]_Issued_v3.pdf
Southcentral,Bedford,King Township,CORLE BLDG SYS INC,CORLE BLDG SYS,658893,CORLE BLDG SYS INC/BEDFORD CNTY,756634,Y,Renewal,Title V Operating Permit,,ISSU,2025-02-24 00:00:00,2026-01-09 00:00:00,2031-01-31 00:00:00,1517127[05-05027]_Issued_v1.pdf
Southcentral,Bedford,Mann Township,COLUMBIA GAS TRANS LLC,COLUMBIA GAS TRANS,270481,COLUMBIA GAS TRANS LLC/ARTEMAS COMP STA,465799,Y,Renewal,Title V Operating Permit,,ISSU,2023-07-25 00:00:00,2024-07-16 00:00:00,2029-07-31 00:00:00,1448413[05-05006]_Issued_v1.pdf
Southcentral,Bedford,Napier Township,BEDFORD TECH PROD LLC,BEDFORD TECH PROD,452149,BEDFORD TECH PROD LLC/BEDFORD,469647,Y,Renewal,Title V Operating Permit,,ISSU,2020-10-02 00:00:00,2021-08-04 00:00:00,2026-08-31 00:00:00,1329378[05-05005]_Issued_v1.pdf
Southcentral,Bedford,West Saint Clair Township,HILL & SMITH HOLDINGS INC,CREATIVE PULTRUSION FIBERGLASS PULTRUSION,262055,CREATIVE PULTRUSIONS INC/ W ST CLAIR,280164,Y,Renewal,Title V Operating Permit,,ISSU,2023-09-13 00:00:00,2024-02-27 00:00:00,2029-08-31 00:00:00,1454558[05-05021]_Issued_v1.pdf
Southcentral,Berks,Birdsboro Borough,BIRDSBORO POWER LLC,BIRDSBORO POWER LLC NGCC PROJ,809342,BIRDSBORO POWER LLC/BIRDSBORO POWER PROJECT,802958,Y,New,Title V Operating Permit,,ISSU,2019-10-31 00:00:00,2020-12-31 00:00:00,2025-12-31 00:00:00,1294817[06-05154]_Issued_v2.pdf
Southcentral,Berks,Caernarvon Township,EDL HOLDINGS US INC,ENERGY DEVS LDFL GAS TRMT PLT CAERNARVON,751728,ENERGY DEVS MORGANTOWN LLC/CAERNARVON TWP,651609,Y,Renewal,Title V Operating Permit,,ISSU,2023-09-27 00:00:00,2023-10-05 00:00:00,2028-10-31 00:00:00,1456722[06-05115]_Issued_v1.pdf
Southcentral,Berks,Cumru Township,NEXTERA RENEWABLE FUELS LLC,WESTERN BERKS COMM LDFL & RECYCLING CTR/ BIRDSBORO,451623,NEXTERA RENEWABLE FUELS LLC/WESTERN BERKS LDFL,859217,Y,New,Title V Operating Permit,,ISSU,2024-09-06 00:00:00,2025-04-08 00:00:00,2030-04-30 00:00:00,1498445[06-05160]_Issued_v1.pdf
Southcentral,Berks,Exeter Township,PIONEER CROSSING ENERGY LLC,PIONEER CROSSING LANDFILL,463199,PIONEER CROSSING ENERGY LLC/EXETER,668703,Y,Renewal,Title V Operating Permit,,ISSU,2022-04-28 00:00:00,2023-05-05 00:00:00,2028-05-31 00:00:00,1393868[06-05105]_Issued_v5.pdf
Southcentral,Berks,Maidencreek Township,HEIDELBERG MATERIALS US CEMENT LLC,HEIDLEBERG MATERIALS US CEMENT EVANSVILLE PLT,256042,HEIDELBERG MATERIALS US CEMENT LLC/EVANSVILLE CEMENT PLT & Q,268834,Y,Renewal,Title V Operating Permit,,ISSU,2025-04-23 00:00:00,2025-11-03 00:00:00,2030-11-30 00:00:00,1524573[06-05002]_Issued_v1.pdf
Southcentral,Berks,Muhlenberg Township,NPX ONE LLC,NPX ONE LLC,512834,NPX ONE/READING,245616,Y,Renewal,Title V Operating Permit,,ISSU,2024-03-28 00:00:00,2025-08-06 00:00:00,2030-08-31 00:00:00,1479307[06-05036]_Issued_v1.pdf
Southcentral,Berks,New Morgan Borough,NEW MORGAN LDFL CO INC,CONESTOGA LDFL,505264,NEW MORGAN LDFL CO INC/CONESTOGA LDFL NEW MORGAN B,509799,Y,Renewal,Title V Operating Permit,,ISSU,2021-09-17 00:00:00,2022-09-09 00:00:00,2027-09-30 00:00:00,1369609[06-05085]_Issued_v1.pdf
Southcentral,Berks,Ontelaunee Township,ONTELAUNEE POWER OPR CO LLC,ONTELAUNEE ENERGY CENTER,524211,ONTELAUNEE POWER OPR CO LLC/ONTELAUNEE PLT,547395,Y,Renewal,Title V Operating Permit,,ISSU,2021-04-01 00:00:00,2022-05-10 00:00:00,2027-05-31 00:00:00,1347896[06-05100]_Issued_v2.pdf
Southcentral,Berks,Perry Township,GLEN GERY CORP,GLEN GERY SHOEMAKERSVILLE 2 QUARRY,392316,GLEN GERY CORP/MID ATLANTIC PLT,493615,Y,Renewal,Title V Operating Permit,,ISSU,2022-11-21 00:00:00,2023-11-30 00:00:00,2028-11-30 00:00:00,1418190[06-05065]_Issued_v2.pdf
Southcentral,Berks,Spring Township,ENERGY TRANSFER MKT & TERM LP,MONTELLO TERMINAL,442130,ENERGY TRANSFER MARKETING & TERMINALS LP/MONTELLO TERMINAL,465630,Y,Renewal,Title V Operating Permit,,ISSU,2024-03-27 00:00:00,2025-02-07 00:00:00,2030-02-28 00:00:00,1478881[06-05064]_Issued_v1.pdf
Southcentral,Berks,Spring Township,SUNOCO PIPELINE LP,MONTELLO TERMINAL,442130,SUNOCO PIPELINE LP/MONTELLO PUMP STATION,465629,Y,Renewal,Title V Operating Permit,,ISSU,2024-12-16 00:00:00,2025-04-01 00:00:00,2031-02-28 00:00:00,1509785[06-05050]_Issued_v1.pdf
Southcentral,Blair,Allegheny Township,ALTOONA TERM DE LLC,ALTOONA BULK PETROLEUM STORAGE TERM,443625,ALTOONA TERM DE LLC/ALTOONA,467812,Y,Renewal,Title V Operating Permit,,ISSU,2025-01-15 00:00:00,2025-06-26 00:00:00,2030-07-31 00:00:00,1512661[07-05004B]_Issued_v1.pdf
Southcentral,Blair,Allegheny Township,ST PROD LLC DBA WIELAND SMALL TUBE PROD,ST PRODUCTS LLC DBA WIELAND SMALL TUBE PRODUCTS,254652,ST PROD LLC DBA WIELAND SMALL TUBE PROD/ALTOONA,266025,Y,Renewal,Title V Operating Permit,,ISSU,2025-06-03 00:00:00,2025-09-30 00:00:00,2030-12-31 00:00:00,1529400[07-05010]_Issued_v1.pdf
Southcentral,Blair,Hollidaysburg Borough,CURRY SUPPLY CO,CURRY SUPPLY CO,450714,CURRY SUPPLY CO/HOLLIDAYSBURG,808453,Y,Renewal,Title V Operating Permit,,ISSU,2024-10-09 00:00:00,2025-08-20 00:00:00,2030-09-30 00:00:00,1502709[07-05045]_Issued_v1.pdf
Southcentral,Cumberland,Hopewell Township,COMM REFUSE SVC LLC,COMM REFUSE SVC CUMBERLAND CNTY LDFL,254520,COMM REFUSE SVC INC/CUMBERLAND CNTY LDFL,494296,Y,Renewal,Title V Operating Permit,,ISSU,2023-11-29 00:00:00,2024-12-05 00:00:00,2029-12-31 00:00:00,1463294[21-05031]_Issued_v2.pdf
Southcentral,Cumberland,Hopewell Township,NEXTERA RENEWABLE FUELS LLC,COMM REFUSE SVC CUMBERLAND CNTY LDFL,254520,NEXTERA RENEWABLE FUELS LLC/CUMBERLAND CNTY LDFL,703460,Y,Renewal,Title V Operating Permit,,ISSU,2020-12-02 00:00:00,2022-02-10 00:00:00,2027-02-28 00:00:00,1335104[21-05053]_Issued_v1.pdf
Southcentral,Cumberland,South Middleton Township,VITRO FLAT GLASS LLC,VITRO FLAT GLASS MFG PLT,248363,VITRO FLAT GLASS LLC/CARLISLE,254696,Y,Renewal,Title V Operating Permit,,ISSU,2021-02-02 00:00:00,2022-02-16 00:00:00,2027-02-28 00:00:00,1341232[21-05002]_Issued_v1.pdf
Southcentral,Dauphin,Harrisburg City,THE AMES CO INC,THE AMES COMPANIES INC HARRISBURG,248956,AMES TRUE TEMPER INC/HARRISBURG,556211,Y,Renewal,Title V Operating Permit,,ISSU,2018-03-01 00:00:00,2018-12-21 00:00:00,2023-12-31 00:00:00,1219406[22-05014]_Issued_v1.pdf
Southcentral,Dauphin,Harrisburg City,ENERGY CTR HBG LLC,ENERGY CENTER HARRISBURG LLC,253439,ENERGY CTR HBG LLC/ENERGY CTR PAXTON LLC,561026,Y,Renewal,Title V Operating Permit,,ISSU,2025-05-16 00:00:00,2025-12-23 00:00:00,2030-12-31 00:00:00,1527495[22-05005]_Issued_v2.pdf
Southcentral,Dauphin,Harrisburg City,LANCASTER CNTY SWMA,SUSQUEHANNA RESOURCE MANAGEMENT COMPLEX,450856,LANCASTER CNTY SWMA/SUSQ RESOURCE MGMT COMPLEX,481371,Y,Renewal,Title V Operating Permit,,ISSU,2022-05-09 00:00:00,2023-02-14 00:00:00,2028-02-29 00:00:00,1395943[22-05007]_Issued_v2.pdf
Southcentral,Dauphin,Steelton Borough,DURA BOND PIPE LLC,DURA BOND STEEL PIPE COATING STEELTON PLT,253373,DURA BOND PIPE LLC/STEELTON,263454,Y,Renewal,Title V Operating Permit,,ISSU,2021-02-10 00:00:00,2022-03-10 00:00:00,2027-03-31 00:00:00,1342646[22-05047]_Issued_v1.pdf
Southcentral,Franklin,Antrim Township,GROVE US LLC,GROVE US LLC- SHADY GROVE FAC,446740,GROVE US LLC/SHADY GROVE PLT,472164,Y,Renewal,Title V Operating Permit,,ISSU,2024-11-22 00:00:00,2025-08-01 00:00:00,2030-12-31 00:00:00,1507705[28-05004]_Issued_v1.pdf
Southcentral,Franklin,Greene Township,NEXTERA RENEWABLE FUELS LLC,BLUE RIDGE LDFL CO,527291,NEXTERA RENEWABLE FUELS LLC/BLUE RIDGE LDFL,741507,Y,Renewal,Title V Operating Permit,,ISSU,2020-05-07 00:00:00,2022-02-03 00:00:00,2027-02-28 00:00:00,1313709[28-05045]_Issued_v1.pdf
Southcentral,Franklin,Guilford Township,CHAMBERSBURG ENERGY LLC,CHAMBERSBURG GENERATING FAC COMBUSTION TURBINE PLT,542636,CHAMBERSBURG ENERGY LLC/CHAMBERSBURG,574533,Y,Renewal,Title V Operating Permit,,ISSU,2023-09-07 00:00:00,2024-06-12 00:00:00,2029-06-30 00:00:00,1454184[28-05028]_Issued_v2.pdf
Southcentral,Franklin,Montgomery Township,COLUMBIA GAS TRANS LLC,COLUMBIA GAS FRANKLIN CNTY,442298,COLUMBIA GAS TRANS CORP/GREENCASTLE,465879,Y,Renewal,Title V Operating Permit,,ISSU,2023-08-24 00:00:00,2024-09-30 00:00:00,2029-09-30 00:00:00,1452042[28-05003]_Issued_v1.pdf
Southcentral,Franklin,Shippensburg Borough,VOLVO CONST EQUIP NORTH AMER LLC,VOLVO CONSTRUCTION EQUIPMENT,246205,VOLVO CONST EQUIP NORTH AMER LLC/SHIPPENSBURG,251762,Y,Renewal,Title V Operating Permit,,ISSU,2023-09-29 00:00:00,2024-08-26 00:00:00,2029-08-31 00:00:00,1457013[28-05012]_Issued_v1.pdf
Southcentral,Fulton,Ayr Township,JLG IND INC,JLG INDUSTRIES INC,263225,JLG IND/MCCONNELLSBURG,282300,Y,Renewal,Title V Operating Permit,,ISSU,2023-11-20 00:00:00,2024-07-02 00:00:00,2029-07-31 00:00:00,1462689[29-05001]_Issued_v1.pdf
Southcentral,Huntingdon,Brady Township,US SILICA CO,KEYSTONE WORKS,257190,US SILICA/MAPLETON DEPOT PLT,270838,Y,Renewal,Title V Operating Permit,,ISSU,2021-07-21 00:00:00,2022-09-12 00:00:00,2027-09-30 00:00:00,1362206[31-05011]_Issued_v1.pdf
Southcentral,Huntingdon,Shirley Township,FIBER GLASS SYS INC,FIBERGLASS SYS TANK MFG,262785,FIBER GLASS SYS INC/MT UNION PLT,281671,Y,Renewal,Title V Operating Permit,,ISSU,2020-02-18 00:00:00,2020-08-14 00:00:00,2026-03-31 00:00:00,1306625[31-05005]_Issued_v1.pdf
Southcentral,Huntingdon,Smithfield Township,PA DEPT OF CORR HUNTINGDON STATE CORR INST,STATE CORR INSTITUTION HUNTINGDON,455418,PA DEPT OF CORR/STATE CORR INST AT HUNTINGDON,483410,Y,New,Title V Operating Permit,,ISSU,2014-08-08 00:00:00,2015-02-10 00:00:00,2020-02-28 00:00:00,1038063[31-05021]_Issued_v2.pdf
Southcentral,Huntingdon,Todd Township,TEXAS EASTERN TRANS LP,TETLP ENTRIKEN,442883,TEXAS EASTERN TRANS LP/ENTRIKEN STA,466789,Y,Renewal,Title V Operating Permit,,ISSU,2020-09-21 00:00:00,2021-10-05 00:00:00,2026-10-31 00:00:00,1327820[31-05019]_Issued_v1.pdf
Southcentral,Juniata,Lack Township,TEXAS EASTERN TRANS LP,TETLP PERULACK SUCTION LOOP P&J,442911,TEXAS EASTERN TRANS LP/PERULACK STA,466823,Y,Renewal,Title V Operating Permit,,ISSU,2023-08-01 00:00:00,2025-07-22 00:00:00,2030-07-31 00:00:00,1449131[34-05002]_Issued_v1.pdf
Southcentral,Lancaster,Caernarvon Township,CHESTER CNTY SWA,LANCHESTER LDFL,249245,CHESTER CNTY SOLID WASTE AUTH/LANCHESTER LANDFILL,509972,Y,Renewal,Title V Operating Permit,,ISSU,2024-05-10 00:00:00,2024-12-04 00:00:00,2029-12-31 00:00:00,1485410[36-05079]_Issued_v3.pdf
Southcentral,Lancaster,Caernarvon Township,EDL HOLDINGS US INC,ENERGY DEVELOPMENTS HONEY BROOK CAENARVON TWP,638604,ENERGY DEVS HONEY BROOK LLC/CAERNARVON TWP,654027,Y,Renewal,Title V Operating Permit,,ISSU,2023-09-27 00:00:00,2023-10-05 00:00:00,2028-10-31 00:00:00,1456674[36-05136]_Issued_v1.pdf
Southcentral,Lancaster,Columbia Borough,ASC ENGINEERED SOLUTIONS LLC,ASC ENG SOLUTIONS ANVIL INTL IRON FOUNDRY COLUMBIA,443864,ASC ENGINEERED SOLUTIONS LLC/COLUMBIA FKA ANVIL,468161,Y,Renewal,Title V Operating Permit,,ISSU,2024-07-24 00:00:00,2025-08-08 00:00:00,2030-08-31 00:00:00,1493231[36-05019]_Issued_v3.pdf
Southcentral,Lancaster,Conoy Township,PERDUE AGRIBUSINESS LLC,PERDUE SOYBEAN PROCESSING FACILITY MARIETTA,762909,PERDUE AGRIBUSINESS LLC/MARIETTA,753880,Y,New,Title V Operating Permit,,ISSU,2024-02-05 00:00:00,2024-11-14 00:00:00,2029-11-30 00:00:00,1472296[36-05158]_Issued_v1.pdf
Southcentral,Lancaster,East Donegal Township,ARMSTRONG WORLD IND INC,ARMSTRONG WORLD INDUSTRIES,238314,ARMSTRONG WORLD IND INC/MARIETTA CEILING PLT,241057,Y,Renewal,Title V Operating Permit,,ISSU,2021-04-27 00:00:00,2022-05-05 00:00:00,2027-05-31 00:00:00,1351254[36-05001]_Issued_v1.pdf
Southcentral,Lancaster,East Donegal Township,TEXAS EASTERN TRANS LP,TETLP MARIETTA 24A,245874,TEXAS EASTERN TRANS LP/MARIETTA,467354,Y,Renewal,Title V Operating Permit,,ISSU,2023-11-28 00:00:00,2024-09-03 00:00:00,2029-09-30 00:00:00,1463165[36-05025]_Issued_v1.pdf
Southcentral,Lancaster,East Earl Township,CONESTOGA WOOD SPECIALTIES CORP,CONESTOGA WOOD SPECIALTIES,508472,CONESTOGA WOOD SPECIALTIES/EAST EARL,6272,Y,Renewal,Title V Operating Permit,,ISSU,2025-09-02 00:00:00,2025-11-18 00:00:00,2031-03-31 00:00:00,1540476[36-05017]_Issued_v2.pdf
Southcentral,Lancaster,East Lampeter Township,DART CONTAINER CORP OF PA,DART CONTAINER CORP,271185,DART CONTAINER CORP/E LAMPETER WHSE,524005,Y,Renewal,Title V Operating Permit,,ISSU,2025-04-25 00:00:00,2025-11-25 00:00:00,2030-11-30 00:00:00,1524610[36-05117]_Issued_v1.pdf
Southcentral,Lancaster,East Lampeter Township,HIGH STEEL STRUCTURES LLC,HIGH STEEL BRIDGE BEAM MFG MAIN PLT LANCASTER,239215,HIGH STEEL STRUCTURES LLC/LANCASTER FACILITY,242263,Y,Renewal,Title V Operating Permit,,ISSU,2024-12-16 00:00:00,2025-05-13 00:00:00,2030-06-30 00:00:00,1509881[36-05029]_Issued_v1.pdf
Southcentral,Lancaster,Manor Township,LANCASTER CNTY SWMA,FREY FARM LANDFILL,450744,LANCASTER CNTY SWMA/FREY FARM CRESWELL LDFL,522092,Y,Renewal,Title V Operating Permit,,ISSU,2020-11-24 00:00:00,2021-12-01 00:00:00,2026-12-31 00:00:00,1334424[36-05081]_Issued_v1.pdf
Southcentral,Lancaster,Manor Township,NEXTERA RENEWABLE FUELS LLC,FREY FARM LANDFILL,450744,NEXTERA RENEWABLE FUELS LLC/FREY FARM CRESWELL LDFL,665503,Y,Renewal,Title V Operating Permit,,ISSU,2021-08-17 00:00:00,2022-06-23 00:00:00,2027-11-30 00:00:00,1365753[36-05146]_Issued_v3.pdf
Southcentral,Lancaster,New Holland Borough,CNH INDUSTRIAL AMERICA LLC,CNH AMER LLC,450827,CNH IND AMERICA LLC/NEW HOLLAND,477464,Y,Renewal,Title V Operating Permit,,ISSU,2025-04-11 00:00:00,2025-07-16 00:00:00,2030-12-31 00:00:00,1523166[36-05028]_Issued_v1.pdf
Southcentral,Lancaster,Providence Township,BUCK CO LLC,BUCK CO,443832,BUCK CO LLC/QUARRYVILLE,468105,Y,Renewal,Title V Operating Permit,,ISSU,2024-09-30 00:00:00,2025-07-14 00:00:00,2030-07-31 00:00:00,1501137[36-05053]_Issued_v2.pdf
Southcentral,Lancaster,Upper Leacock Township,EUROFINS LANCASTER LAB LLC,EUROFINS LANCASTER LAB LLC,444131,EUROFINS LANCASTER LABS LLC/LANCASTER,494274,Y,Renewal,Title V Operating Permit,,ISSU,2024-04-22 00:00:00,2025-05-12 00:00:00,2030-05-31 00:00:00,1481667[36-05134]_Issued_v1.pdf
Southcentral,Lancaster,Upper Leacock Township,M SIMON ZOOK CO DBA GOLDEN BARREL PROD,GOLDEN BARREL FOODGRADE PROD LEOLA,492191,M SIMON ZOOK CO DBA GOLDEN BARREL PROD/LEOLA,668882,Y,Renewal,Title V Operating Permit,,ISSU,2020-10-19 00:00:00,2021-08-11 00:00:00,2026-08-31 00:00:00,1330811[36-05156]_Issued_v1.pdf
Southcentral,Lancaster,West Donegal Township,AQUATIC CO,AQUATIC CO BATHWARE,241327,AQUATIC CO/W DONEGAL TWP,245055,Y,Renewal,Title V Operating Permit,,ISSU,2023-04-13 00:00:00,2023-11-07 00:00:00,2028-12-31 00:00:00,1435755[36-05018]_Issued_v1.pdf
Southcentral,Lebanon,North Annville Township,NEXTERA RENEWABLE FUELS LLC,GREATER LEBANON REFUSE LDFL,248521,NEXTERA RENEWABLE FUELS LLC/GREATER LEBANON LDFL,681499,Y,Renewal,Title V Operating Permit,,ISSU,2023-10-13 00:00:00,2024-09-24 00:00:00,2029-09-30 00:00:00,1458422[38-05035]_Issued_v1.pdf
Southcentral,Lebanon,North Lebanon Township,GREATER LEBANON REFUSE AUTH,GREATER LEBANON REFUSE LDFL,248521,GREATER LEBANON REFUSE AUTH/LDFL 100825 & 101544,522732,Y,Renewal,Title V Operating Permit,,ISSU,2025-06-06 00:00:00,2025-11-14 00:00:00,2030-12-31 00:00:00,1530111[38-05017]_Issued_v1.pdf
Southcentral,Lebanon,North Londonderry Township,CARMEUSE LIME INC,PENNSY SUPPLY MILLARD QUARRY & CARMEUSE LIME MFG,248338,CARMEUSE LIME INC/MILLARD LIME PLT,254656,Y,Renewal,Title V Operating Permit,,ISSU,2022-03-24 00:00:00,2023-02-22 00:00:00,2028-02-29 00:00:00,1390327[38-05003]_Issued_v3.pdf
Southcentral,Lebanon,South Annville Township,WEABER INC,WEABER LUMBER MILL LEBANON,250882,WEABER INC/SOUTH ANNVILLE TWP,522957,Y,Renewal,Title V Operating Permit,,ISSU,2025-01-21 00:00:00,2025-05-20 00:00:00,2030-07-31 00:00:00,1513266[38-05022]_Issued_v2.pdf
Southcentral,Lebanon,South Lebanon Township,AMCOR FLEXIBLES NORTH AMER INC,AMCOR PKG MFG PLT LEBANON,484947,AMCOR FLEXIBLES NORTH AMER INC/LEBANON,555131,Y,Renewal,Title V Operating Permit,,ISSU,2020-08-13 00:00:00,2021-07-19 00:00:00,2026-07-31 00:00:00,1323861[38-05041]_Issued_v1.pdf
Southcentral,Lebanon,South Lebanon Township,HELIX IRONWOOD LLC,IRONWOOD GENERATING STATION,492619,HELIX IRONWOOD LLC/LEBANON,520573,Y,Renewal,Title V Operating Permit,,ISSU,2022-11-18 00:00:00,2024-08-27 00:00:00,2029-08-31 00:00:00,1417921[38-05019]_Issued_v1.pdf
